kode,nama
9508282008,Pijama
9508292001,Muli
9508292002,Tinigele
9508292003,Wuone
9508292004,Luaren
9508292005,Wangun
9508292006,Wutpaga
9508302001,Neggea
9508302002,Wulagumi
9508302003,Kombama
9508302004,Wenggenambut
9508302005,Nenggeagin
9508312001,Krepkuri
9508312002,Alguru
9508312003,Sagapusatu
9508312004,Mumugu
9508312005,Ginid
9508312006,Banggabeak
9508322001,Mandala
9508322002,Trim
9508322003,Benggem
9508322004,Pasir Putih
